Product code,Description,Pack,Size,Measurement,Unit UPC,Category,[TI],[HI],Min Purchase Qty 1,Case Price 1,Unit Price 1,Min Purchase Qty 2,Case Price 2,Unit Price 2,Min Purchase Qty 3,Case Price 3,Unit Price 3,Min Purchase Qty 4,Case Price 4,Unit Price 4
11649,GAMESA EMPERADOR VANILLA ,12,14.34,oz,686700039382,Cookies,16,3,0,$35.23,$2.94,,,,,,,,,
11650,GAMESA FLOR DE NARANJO COOKIES,12,20.3,oz,686700101102,Cookies,8,4,0,$49.32,$4.11,,,,,,,,,
11651,GAMESA FLORENTINAS DULCE DE LECHE COOKIES,12,11.1,oz,686700004066,Cookies,13,4,0,$49.32,$4.11,,,,,,,,,
11652,GAMESA FLORENTINAS STRAWBERRY COOKIES ,12,11.1,oz,686700092783,Cookies,13,4,0,$49.32,$4.11,,,,,,,,,
11654,GAMESA HAWAIANAS COOKIES,12,15,oz,686700101294,Cookies,10,3,0,$51.29,$4.27,,,,,,,,,
11655,GAMESA HOT CAKES TRADITIONAL ,10,16,oz,686700026467,Cookies,16,5,0,$36.05,$3.61,,,,,,,,,
11656,GAMESA MAMUT MARSHMALLOW COOKIES,12,8.1,oz,686700092400,Cookies,16,3,0,$39.43,$3.29,,,,,,,,,
11657,GAMESA MARAVILLAS VANILLA COOKIES ,8,17.2,oz,686700005356,Cookies,10,5,0,$31.23,$3.90,,,,,,,,,
11659,GAMESA MARIAS COOKIES ,12,19.7,oz,686700101232,Cookies,10,3,0,$40.17,$3.35,,,,,,,,,
11660,GAMESA MARIAS DELUX COOKIES ,10,17.3,oz,0686700045659,Cookies,8,3,0,$47.28,$4.73,,,,,,,,,
11661,GAMESA MARIAS KILO COOKIES,8,29.6,oz,068670005695,Cookies,10,3,0,$37.90,$4.74,,,,,,,,,
11658,GAMESA MARIAS ROLL COOKIES,24,4.9,oz,686700101249,Cookies,15,5,0,$29.42,$1.23,,,,,,,,,
11662,GAMESA PAN CREMA CRACKERS,12,8.7,oz,686700068382,Cookies,8,5,0,$40.66,$3.39,,,,,,,,,
11663,GAMESA POPULARES COOKIES,6,31.7,oz,686700101515,Cookies,10,4,0,$30.84,$5.14,,,,,,,,,
11664,GAMESA RICANELAS CINNAMON COOKIES,12,16.5,oz,686700090441,Cookies,9,3,0,$49.32,$4.11,,,,,,,,,
11666,GAMESA SABRITAS BOTANA MEXICAN NUT ,12,7,oz,686700670097,Cookies,18,2,0,$36.46,$3.04,,,,,,,,,
11667,GAMESA SABRITAS CHILI LIME ,12,7,oz,686700670073,Cookies,18,2,0,$36.46,$3.04,,,,,,,,,
17204,GAMESA SABRITAS FLAMING HOT,12,7,oz,686700030099,Cookies,18,2,0,$36.46,$3.04,,,,,,,,,
11668,GAMESA SABRITAS JAPONAISE ,12,7,oz,686700670080,Cookies,18,2,0,$36.46,$3.04,,,,,,,,,
11669,GAMESA SABRITAS SALT-LIME,12,7,oz,686700670066,Cookies,18,2,0,$36.46,$3.04,,,,,,,,,
11670,GAMESA SALADITAS CRACKERS,12,14.6,oz,686700101416,Cookies,8,4,0,$39.43,$3.29,,,,,,,,,
17642,GAMESA SALADITAS CRACKERS ,12,16.2,oz,686700000085,Cookies,6,3,0,$55.50,$4.62,,,,,,,,,
11689,GEBHARDT CHILI POWDER,12,3,oz,44300094307,Hispanic Foods,33,8,0,$42.02,$3.50,3,$39.55,$3.30,,,,,,
11690,GEBHARDT MENUDO SPICE MIX,12,3,oz,044300094659,Hispanic Foods,33,8,0,$29.66,$2.47,,,,,,,,,
11692,GEM SLANT TIP TWEEZERS UNIT,1,1,ct,072032402237,Health & Beauty Aids,,,0,$1.55,$1.55,,,,,,,,,
11693,GENERAL MILLS CEREAL CHEERIOS ,10,18,oz,016000170032, W.I.C. Approved Items,6,3,0,$58.61,$5.86,,,,,,,,,
11695,GENERAL MILLS CEREAL CINNAMON TOAST CRUNCH ,12,12,oz,016000122543,Breakfast,9,4,0,$58.71,$4.89,,,,,,,,,
11697,GENERAL MILLS CEREAL KIX CEREAL,10,18,oz,016000171046, W.I.C. Approved Items,6,3,0,$57.68,$5.77,,,,,,,,,
11698,GENERAL MILLS CEREAL LUCKY CHARMS ,12,10.5,oz,016000123991,Breakfast,10,4,0,$52.53,$4.38,,,,,,,,,
11700,GENERAL MILLS CEREAL MULTI GRAIN CHEERIOS ,8,18,oz,016000168756, W.I.C. Approved Items,9,3,0,$49.03,$6.13,,,,,,,,,
11701,GENERAL MILLS CEREAL REESE'S PUFFS,12,11.5,oz,016000122222,Breakfast,10,3,0,$46.60,$3.88,,,,,,,,,
11702,GENERAL MILLS CEREAL TRIX,12,10.7,oz,10016000275321,Breakfast,9,4,0,$52.53,$4.38,,,,,,,,,
15998,GENERAL MILLS CHEERIOS CEREAL,14,12,oz,016000487727, W.I.C. Approved Items,6,4,0,$75.71,$5.41,,,,,,,,,
17097,GENTLE STEPS DIAPERS SIZE 6,4,21,ct,090891951697,Baby Products,,,0,$10.26,$2.56,,,,,,,,,
17098,GERBER 2ND FOODS MANGO,8,4,oz,00015000076887, W.I.C. Approved Items,22,10,0,$14.75,$1.84,,,,,,,,,
11703,GERBER 2ND FOODS PEARS,8,4,oz,015000076061, W.I.C. Approved Items,22,10,0,$14.75,$1.84,,,,,,,,,
11704,GERBER 2ND FOODS PLASTIC APPLE BLUEBERRY,8,4,oz,015000076085,Baby Products,22,10,0,$14.75,$1.84,,,,,,,,,
11705,GERBER 2ND FOODS PLASTIC APPLE PRUNE,8,4,oz,015000076771, W.I.C. Approved Items,22,10,0,$14.75,$1.84,,,,,,,,,
11706,GERBER 2ND FOODS PLASTIC APPLE STRAWBERRY BANANA ,8,4,oz,015000076092,Baby Products,22,10,0,$14.75,$1.84,,,,,,,,,
11707,GERBER 2ND FOODS PLASTIC APPLES ,8,4,oz,00015000076078, W.I.C. Approved Items,22,10,0,$14.75,$1.84,,,,,,,,,
11708,GERBER 2ND FOODS PLASTIC BANANA ,8,4,oz,00015000076054,Baby Products,22,10,0,$14.75,$1.84,,,,,,,,,
11709,GERBER 2ND FOODS PLASTIC BANANA APPLE PEAR ,8,4,oz,00015000076429, W.I.C. Approved Items,22,10,0,$14.75,$1.84,,,,,,,,,
11710,GERBER 2ND FOODS PLASTIC BANANA CARROT & MANGO ,8,4,oz,00015000076818,Baby Products,22,10,0,$14.75,$1.84,,,,,,,,,
11711,GERBER 2ND FOODS PLASTIC BANANA/BLACK BERRY/BLUEBERRY,8,4,oz,00015000076108, W.I.C. Approved Items,22,10,0,$14.75,$1.84,,,,,,,,,
11712,GERBER 2ND FOODS PLASTIC BUTTERNUT SQUASH,8,4,oz,015000076030,Baby Products,22,10,0,$14.75,$1.84,,,,,,,,,
11713,GERBER 2ND FOODS PLASTIC CARROT ,8,4,oz,015000076009, W.I.C. Approved Items,22,10,0,$14.75,$1.84,,,,,,,,,
11714,GERBER 2ND FOODS PLASTIC CORN & SWEET POTATOES ,8,4,oz,015000076795,Baby Products,22,10,0,$14.75,$1.84,,,,,,,,,
11715,GERBER 2ND FOODS PLASTIC PEACH,8,4,oz,00015000076405, W.I.C. Approved Items,22,10,0,$14.75,$1.84,,,,,,,,,
11716,GERBER 2ND FOODS PLASTIC SWEET POTATOES ,8,4,oz,00015000076047,Baby Products,22,10,0,$14.75,$1.84,,,,,,,,,
11717,GERBER BABY CEREAL MULTIGRAIN,6,16,oz,015000070526, W.I.C. Approved Items,16,5,0,$33.06,$5.51,,,,,,,,,
11718,GERBER BABY CEREAL MULTIGRAIN ,6,8,oz,015000007030, W.I.C. Approved Items,20,6,0,$17.61,$2.94,,,,,,,,,
11719,GERBER BABY CEREAL OATMEAL,6,16,oz,015000070519, W.I.C. Approved Items,16,5,0,$33.06,$5.51,,,,,,,,,
11720,GERBER BABY CEREAL OATMEAL ,6,8,oz,015000070014, W.I.C. Approved Items,20,6,0,$17.61,$2.94,,,,,,,,,
11721,GERBER BABY CEREAL RICE ,6,8,oz,015000070007, W.I.C. Approved Items,12,10,0,$17.61,$2.94,,,,,,,,,
11722,GERBER BABY CEREAL RICE ,6,16,oz,015000070502,Baby Products,16,5,0,$33.06,$5.51,,,,,,,,,
16865,GIANT KRABBY PATTY CHANGE MAKER - ORIGINAL,36,0.63,oz,041376103711,Candy,,,0,$12.98,$0.36,,,,,,,,,
11728,GLAD TALL KITCHEN BAGS,12,15,ct,012587000700,Kitchen Supplies,16,4,0,$55.00,$4.58,,,,,,,,,
11729,GLAD TRASH BAGS LARGE ,12,10,ct,012587000809,Kitchen Supplies,15,5,0,$40.66,$3.39,,,,,,,,,
11730,GLAD ZIPPER FREEZER BAGS GALLON,12,15,ct,012587570340,Kitchen Supplies,20,3,0,$24.10,$2.01,,,,,,,,,
11731,GLAD ZIPPER FREEZER BAGS QUART,12,20,ct,012587570357,Kitchen Supplies,19,5,0,$22.12,$1.84,,,,,,,,,
11732,GLAD ZIPPER SANDWICH BAGS,12,50,ct,012587572634,Kitchen Supplies,20,5,0,$19.16,$1.60,,,,,,,,,
11733,GLAD ZIPPER STORAGE GALLON BAGS,12,20,ct,012587550502,Kitchen Supplies,20,3,0,$24.10,$2.01,,,,,,,,,
11734,GLAD ZIPPER STORAGE QUART BAGS,9,50,ct,012587600337,Kitchen Supplies,20,5,0,$27.72,$3.08,,,,,,,,,
16540,GLADE SPRAY BUBBLY BERRY,12,8,oz,046500030789,Household Products,31,5,0,$17.18,$1.43,,,,,,,,,
16814,GLADE SPRAY CLEAN LINEN,6,8,oz,046500733321,Household Products,,,0,$8.59,$1.43,,,,,,,,,
16833,GLADE SPRAY COASTAL SUNSHINE CITRUS,6,8,oz,10046500037488,Household Products,,,0,$8.59,$1.43,,,,,,,,,
16816,GLADE SPRAY FALL NIGHT,12,8,oz,046500024535,Household Products,31,5,0,$17.18,$1.43,,,,,,,,,
16539,GLADE SPRAY ROSE & BLOOM,12,8,oz,046500037122,Household Products,31,5,0,$17.18,$1.43,,,,,,,,,
11738,GLORY #10 COLLARD GREENS ,6,98,oz,736393103164,Fruits & Vegetables,7,7,0,$43.20,$7.20,,,,,,,,,
11740,GLORY #10 MIXED GREENS,6,98,oz,736393101160,Institutional & Food Service,7,7,0,$43.20,$7.20,,,,,,,,,
11739,GLORY #10 SEASONED GREEN BEANS ,6,98,oz,736393701162,Fruits & Vegetables,7,7,0,$43.20,$7.20,,,,,,,,,
11741,GLORY #10 TURKEY FLAVORED COLLARD,6,98,oz,736393103263,Fruits & Vegetables,7,7,0,$43.20,$7.20,,,,,,,,,
11742,GLORY BLACKEYE PEAS ,12,15,oz,736393501007,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11743,GLORY BLACKEYE PEAS & RICE,12,15,oz,736393510016,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11744,GLORY BUTTER BEANS,12,14.5,oz,736393508006,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11745,GLORY CANDIED YAMS,12,29,oz,736393203208,Fruits & Vegetables,10,10,0,$31.52,$2.63,,,,,,,,,
11747,GLORY COUNTRY FRIED CABBAGE,12,15,oz,736393502165,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11748,GLORY FIELD PEAS W/SNAPS ,12,15,oz,736393506002,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11750,GLORY GREAT NORTHERN ,12,14.5,oz,736393504008,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11751,GLORY GREEN BEANS,12,15,oz,736393709137,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11752,GLORY GREEN BEANS ,12,27,oz,736393701001,Fruits & Vegetables,10,10,0,$29.54,$2.46,,,,,,,,,
11753,GLORY GREEN BEANS WITH POTATOES ,12,27,oz,736393702008,Fruits & Vegetables,10,10,0,$29.54,$2.46,,,,,,,,,
11754,GLORY GREENS COLLARD ,12,27,oz,736393103003,Fruits & Vegetables,10,10,0,$25.83,$2.15,,,,,,,,,
11755,GLORY GREENS DICED TURNIP ,12,27,oz,736393107124,Fruits & Vegetables,10,10,0,$25.83,$2.15,,,,,,,,,
11756,GLORY GREENS MIXED ,12,27,oz,736393101009,Fruits & Vegetables,10,10,0,$25.83,$2.15,,,,,,,,,
11757,GLORY GREENS MUSTARD ,12,27,oz,736393105007,Fruits & Vegetables,10,10,0,$25.83,$2.15,,,,,,,,,
11758,GLORY GREENS TURNIP ,12,27,oz,736393104000,Fruits & Vegetables,10,10,0,$25.83,$2.15,,,,,,,,,
11759,GLORY KALE ,12,27,oz,736393102006,Fruits & Vegetables,10,10,0,$25.83,$2.15,,,,,,,,,
11760,GLORY LIMA BEANS ,12,15.5,oz,736393507009,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11761,GLORY PINTO BEANS ,12,14.5,oz,736393503001,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11762,GLORY PINTO BEANS W/ONION,12,15,oz,,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11763,GLORY RED BEANS & RICE,12,15,oz,736393510030,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11764,GLORY SIMPLY SEASONED BLACKEYE PEAS,12,15,oz,736393501434,Beans & Chili,17,10,0,$15.94,$1.33,,,,,,,,,
11768,GLORY SIMPLY SEASONED GREEN BEANS,12,15,oz,736393703432,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11765,GLORY SIMPLY SEASONED MIXED GREENS ,12,15,oz,736393101436,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11766,GLORY SIMPLY SEASONED OKRA/ CORN/ TOMATO,12,15,oz,736393502189,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11767,GLORY SIMPLY SEASONED TOMATO & OKRA,12,15,oz,736393502196,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11769,GLORY SPINACH,12,27,oz,736393106325,Fruits & Vegetables,10,10,0,$25.83,$2.15,,,,,,,,,
11770,GLORY SWEET CORN SKILLET ,12,15,oz,736393502134,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11772,GLORY SWEET POTATO YAMS,12,29,oz,736393203000,Fruits & Vegetables,10,10,0,$28.30,$2.36,,,,,,,,,
11773,GLORY TURKEY COLLARD GREENS ,12,14.5,oz,736393103232,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11774,GLORY TURKEY TURNIP GREENS ,12,14.5,oz,736393104239,Fruits & Vegetables,17,10,0,$15.94,$1.33,,,,,,,,,
11783,GOLD MEDAL FLOUR,8,5,lb,016000106109,Baking Products,9,4,0,$31.23,$3.90,,,,,,,,,
11782,GOLD MEDAL FLOUR ,18,2,lb,016000107106,Baking Products,8,8,0,$49.87,$2.77,,,,,,,,,
11784,GOLD MEDAL FLOUR WHOLE WHEAT ,8,5,lb,016000108103,Baking Products,9,6,0,$55.13,$6.89,,,,,,,,,
11787,GOOD N TUFF KITCHEN BAG 13GAL ,12,15,ct,041215111952,Kitchen Supplies,19,6,0,$12.98,$1.08,,,,,,,,,
11788,GOOD N TUFF LARGE TRASH BAG 33GAL ,12,7,ct,041215112256,Kitchen Supplies,19,5,0,$12.98,$1.08,,,,,,,,,
11789,GOOD N TUFF LAWN BAG 39GAL ,12,6,ct,041215111822,Kitchen Supplies,19,5,0,$12.98,$1.08,,,,,,,,,
11790,GOOD N TUFF SMALL TRASH 26GAL,12,11,ct,041215112249,Kitchen Supplies,19,5,0,$12.98,$1.08,,,,,,,,,
11794,GOOD SENSE SANDWICH BAGS,24,100,ct,029900212559,Kitchen Supplies,10,6,0,$23.48,$0.98,,,,,,,,,
11804,GOODCO CUTLERY CRYSTAL CLEAR COMBO,24,24,ct,858622003080,Kitchen Supplies,12,5,0,$19.57,$0.81,,,,,,,,,
11805,GOODCO CUTLERY CRYSTAL CLEAR FORKS,24,24,ct,858622003073,Kitchen Supplies,15,5,0,$19.57,$0.81,,,,,,,,,
11806,GOODCO CUTLERY CRYSTAL CLEAR SPOONS ,24,24,ct,858622003066,Kitchen Supplies,15,6,0,$19.57,$0.81,,,,,,,,,
11807,GOODCO CUTLERY HEAVY DUTY ASSORTED ,24,24,ct,05862200312,Kitchen Supplies,15,6,0,$17.06,$0.71,10,$15.33,$0.64,,,,,,
11808,GOODCO CUTLERY HEAVY DUTY FORKS,24,24,ct,,Kitchen Supplies,17,6,0,$17.06,$0.71,10,$15.33,$0.64,,,,,,
11809,GOODCO CUTLERY HEAVY DUTY SPOONS,24,24,ct,05862200310,Kitchen Supplies,17,6,0,$17.06,$0.71,10,$15.33,$0.64,,,,,,
15615,GOODCO MATCHBOOKS,40,50,ct,858622003745,Kitchen Supplies,,,0,$39.14,$0.98,,,,,,,,,
11837,GOYA  BEANS DARK RED KIDNEY ,24,15,oz,041331124355,Hispanic Foods,,,0,$31.89,$1.33,,,,,,,,,
11812,GOYA ADOBO ALL PURPOSE SEASONING BITTER ORANGE ,24,16.5,oz,04133103834,Hispanic Foods,,,0,$72.92,$3.04,,,,,,,,,
11811,GOYA ADOBO ALL PURPOSE SEASONING BITTER ORANGE ,12,28,oz,04133103877,Hispanic Foods,,,0,$61.68,$5.14,,,,,,,,,
11814,GOYA ADOBO ALL PURPOSE SEASONING LEMON & PEPPER,24,16.5,oz,04133103835,Hispanic Foods,,,0,$75.40,$3.14,,,,,,,,,
11813,GOYA ADOBO ALL PURPOSE SEASONING LEMON & PEPPER,12,28,oz,04133103874,Hispanic Foods,,,0,$61.68,$5.14,,,,,,,,,
11815,GOYA ADOBO ALL PURPOSE SEASONING WITH CORIANDER & ANNATTO,12,28,oz,04133103904,Hispanic Foods,,,0,$59.20,$4.93,,,,,,,,,
11816,GOYA ADOBO ALL PURPOSE SEASONING WITH CUMIN,12,28,oz,04133103844,Hispanic Foods,,,0,$54.26,$4.52,,,,,,,,,
11817,GOYA ADOBO ALL PURPOSE SEASONING WITH CUMIN ,24,16.5,oz,04133103822,Hispanic Foods,,,0,$73.91,$3.08,,,,,,,,,
11819,GOYA ADOBO ALL PURPOSE SEASONING WITH PEPPER ,24,16.5,oz,04133103827,Hispanic Foods,,,0,$64.02,$2.67,,,,,,,,,
11818,GOYA ADOBO ALL PURPOSE SEASONING WITH PEPPER ,12,28,oz,04133103842,Hispanic Foods,,,0,$53.77,$4.48,,,,,,,,,
11820,GOYA ADOBO ALL PURPOSE SEASONING WITH SAFFRON,24,16.5,oz,04133103858,Hispanic Foods,,,0,$73.91,$3.08,,,,,,,,,
11822,GOYA ADOBO ALL PURPOSE SEASONING WITHOUT PEPPER ,24,16.5,oz,04133103830,Hispanic Foods,,,0,$65.51,$2.73,,,,,,,,,
11821,GOYA ADOBO ALL PURPOSE SEASONING WITHOUT PEPPER ,12,28,oz,04133103843,Hispanic Foods,,,0,$56.24,$4.69,,,,,,,,,
11823,GOYA ADOBO CON NARANJA AGRIA ,24,8,oz,04133103817,Hispanic Foods,,,0,$41.78,$1.74,,,,,,,,,
11824,GOYA ADOBO HOT(CON PIQUE) ,24,8,oz,04133103819,Hispanic Foods,,,0,$41.78,$1.74,,,,,,,,,
11825,GOYA ADOBO WITH CUMIN ,24,8,oz,04133103820,Hispanic Foods,,,0,$41.78,$1.74,,,,,,,,,
11826,GOYA ADOBO WITH LEMON ,24,8,oz,04133103816,Hispanic Foods,,,0,$41.78,$1.74,,,,,,,,,
11827,GOYA ADOBO WITH PEPPER ,24,8,oz,04133103828,Hispanic Foods,,,0,$41.78,$1.74,,,,,,,,,
17578,GOYA ADOBO WITHOUT PEPPER,24,8,oz,041331038294,Hispanic Foods,,,0,$41.78,$1.74,,,,,,,,,
11828,GOYA APRICOT NECTAR ,24,9.6,oz,04133102723,Hispanic Beverages,,,0,$24.47,$1.02,,,,,,,,,
11829,GOYA BAG 16 BEAN SOUP MIX,24,1,lb,04133102502,Hispanic Foods,,,0,$63.04,$2.63,,,,,,,,,
11830,GOYA BAG BARLEY CEBADA ,24,1,lb,04133102494,Hispanic Foods,,,0,$35.84,$1.49,,,,,,,,,
11831,GOYA BAG BEANS BLACK,24,1,lb,04133102479,Hispanic Foods,,,0,$44.29,$1.84,,,,,,,,,
11832,GOYA BAG BEANS BLACK ,6,4,lb,04133102523,Hispanic Foods,,,0,$40.73,$6.79,,,,,,,,,
11833,GOYA BAG BEANS BLACKEYE PEAS ,24,1,lb,10041331024744,Hispanic Foods,,,0,$58.09,$2.42,,,,,,,,,
11835,GOYA BAG BEANS CANARY ,24,1,lb,04133102495,Hispanic Foods,,,0,$70.45,$2.94,,,,,,,,,
11836,GOYA BAG BEANS CENTRAL AMERICAN RED ,24,1,lb,04133102503,Hispanic Foods,,,0,$71.44,$2.98,,,,,,,,,
11838,GOYA BAG BEANS PINK ,24,16,oz,04133102477,Hispanic Foods,,,0,$38.38,$1.60,,,,,,,,,
11839,GOYA BAG BEANS PINTO ,24,1,lb,04133102472,Hispanic Foods,,,0,$44.25,$1.84,,,,,,,,,
11840,GOYA BAG BEANS SMALL RED ,24,1,lb,04133102486,Hispanic Foods,,,0,$45.73,$1.91,,,,,,,,,
11841,GOYA BAG FANCY BLUE ROSE RICE ,12,5,lb,041331026031,Hispanic Foods,,,0,$76.51,$6.38,,,,,,,,,
11842,GOYA BAG GREEN SPLIT PEAS ,24,1,lb,041331024877,Hispanic Foods,,,0,$31.89,$1.33,,,,,,,,,
11843,GOYA BAG INSTANT OATS AVENA ,12,12,oz,041331050364,Hispanic Foods,,,0,$19.65,$1.64,,,,,,,,,
11844,GOYA BAG JASMINE RICE,8,5,lb,04133102620,Hispanic Foods,,,0,$74.08,$9.26,,,,,,,,,
16394,GOYA BAG JASMINE RICE,20,32,oz,041331026222,Hispanic Foods,,,0,$82.19,$4.11,,,,,,,,,
11845,GOYA BAG LENTILS ,24,1,lb,041331024761,Hispanic Foods,,,0,$38.32,$1.60,,,,,,,,,
11846,GOYA BAG RED KIDNEY BEANS,24,1,lb,04133102471,Hispanic Foods,,,0,$50.68,$2.11,,,,,,,,,
11847,GOYA BAG YELLOW SPLIT PEAS ,24,1,lb,04133102491,Hispanic Foods,,,0,$33.54,$1.40,,,,,,,,,
11848,GOYA BLACK BEANS,24,15.5,oz,041331124669,Hispanic Foods,,,0,$34.36,$1.43,,,,,,,,,
11850,GOYA BLACK BEANS ,12,29,oz,04133102465,Hispanic Foods,,,0,$33.25,$2.77,,,,,,,,,
11849,GOYA BLACK BEANS ,12,47,oz,04133102353,Hispanic Foods,,,0,$38.93,$3.24,,,,,,,,,
11834,GOYA BLACKEYE PEAS,24,15.5,oz,041331124263,Hispanic Foods,,,0,$31.99,$1.33,,,,,,,,,
11851,GOYA CALAMARES SQUID,25,4,oz,041331036320,Hispanic Foods,,,0,$52.79,$2.11,,,,,,,,,
11853,GOYA CHICK PEAS ,24,15.5,oz,041331124225,Hispanic Foods,,,0,$34.36,$1.43,,,,,,,,,
11852,GOYA CHICK PEAS ,12,29,oz,041331024198,Hispanic Foods,,,0,$32.01,$2.67,,,,,,,,,
11854,GOYA COCONUT MILK ,24,13.5,oz,04133102164,Hispanic Beverages,,,0,$54.14,$2.26,,,,,,,,,
11855,GOYA COCONUT WATER,12,13.5,oz,04133102195,Hispanic Beverages,,,0,$27.07,$2.26,,,,,,,,,
11856,GOYA COCONUT WATER ,24,17,oz,041331027878,Hispanic Beverages,,,0,$39.30,$1.64,,,,,,,,,
17287,GOYA COCONUT WATER W/PIECES,24,11.8,oz,041331027854,Hispanic Beverages,,,0,$30.90,$1.29,,,,,,,,,
11857,GOYA CREAM OF COCONUT ,24,15,oz,04133102163,Hispanic Beverages,,,0,$59.08,$2.46,,,,,,,,,
11858,GOYA DRY BEANS NAVY ,24,1,lb,041331024907,Hispanic Foods,,,0,$41.78,$1.74,,,,,,,,,
11860,GOYA DUCAL REFRIED BEANS BLACK,24,15,oz,088313001365,Hispanic Foods,,,0,$55.62,$2.32,,,,,,,,,
11859,GOYA DUCAL REFRIED BEANS BLACK,12,29,oz,088313062946,Hispanic Foods,,,0,$45.61,$3.80,,,,,,,,,
11861,GOYA DUCAL REFRIED BEANS BLACK DOY-PACK,18,14.1,oz,04133103331,Hispanic Foods,,,0,$35.04,$1.95,,,,,,,,,
11863,GOYA DUCAL REFRIED BEANS RED,24,15,oz,10088313001171,Hispanic Foods,,,0,$55.62,$2.32,,,,,,,,,
11862,GOYA DUCAL REFRIED BEANS RED,12,29,oz,088313262025,Hispanic Foods,,,0,$47.59,$3.97,,,,,,,,,
11864,GOYA DUCAL REFRIED BEANS RED DOY-PACK ,18,14.1,oz,04133103341,Hispanic Foods,,,0,$38.75,$2.15,,,,,,,,,
11865,GOYA DUCAL REFRIED BEANS RED SILK DOY-PACK,18,14.1,oz,04133103560,Hispanic Foods,,,0,$36.89,$2.05,,,,,,,,,
11868,GOYA GOLDEN CORN ,24,15.5,oz,4133102556,Hispanic Foods,,,0,$34.36,$1.43,,,,,,,,,
11869,GOYA GREEN PIGEON PEAS ,24,15,oz,041331120012,Hispanic Foods,,,0,$40.79,$1.70,,,,,,,,,
11870,GOYA GUAVA NECTAR ,24,9.6,oz,04133102745,Hispanic Beverages,,,0,$24.47,$1.02,,,,,,,,,
11871,GOYA MANGO NECTAR ,24,9.6,oz,04133102746,Hispanic Beverages,,,0,$24.47,$1.02,,,,,,,,,
11872,GOYA MIXED VEGETABLES,24,14.9,oz,04133102565,Hispanic Foods,,,0,$35.84,$1.49,,,,,,,,,
11873,GOYA MOJO CHIPOTLE ,12,24,oz,10041331030585,Hispanic Foods,,,0,$39.43,$3.29,,,,,,,,,
11874,GOYA MOJO CRIOLLO ,12,24,oz,041331030601,Hispanic Foods,,,0,$36.96,$3.08,,,,,,,,,
11875,GOYA MOJO NARANJA AGRIA ,12,24,oz,10041331030639,Hispanic Foods,,,0,$37.70,$3.14,,,,,,,,,
11876,GOYA MOJO PICANTE ,12,24,oz,04133103049,Hispanic Foods,,,0,$33.53,$2.79,,,,,,,,,
11877,GOYA MOJO PINA,12,24,oz,04133103093,Hispanic Foods,,,0,$46.84,$3.90,,,,,,,,,
11878,GOYA PACAYA PALM,12,32,oz,04133102987,Hispanic Foods,,,0,$91.46,$7.62,,,,,,,,,
11879,GOYA PASSION FRUIT COCKTAIL,24,9.6,oz,041331127356,Hispanic Beverages,,,0,$26.94,$1.12,,,,,,,,,
11880,GOYA PEACH NECTAR ,24,9.6,oz,04133102722,Hispanic Beverages,,,0,$24.47,$1.02,,,,,,,,,
11882,GOYA PINK BEANS ,24,15.5,oz,041331102406,Hispanic Foods,,,0,$34.36,$1.43,,,,,,,,,
11881,GOYA PINK BEANS ,12,29,oz,041331024112,Hispanic Foods,,,0,$31.52,$2.63,,,,,,,,,
11883,GOYA PINTO BEANS,12,47,oz,041331023474,Hispanic Foods,,,0,$37.70,$3.14,,,,,,,,,
11885,GOYA PINTO BEANS ,24,15.5,oz,041331124379,Hispanic Foods,,,0,$37.08,$1.55,,,,,,,,,
11884,GOYA PINTO BEANS ,12,29,oz,04133102442,Hispanic Foods,,,0,$28.30,$2.36,,,,,,,,,
11886,GOYA RECAITO CILANTRO COOKING BASE,24,12,oz,041331021524,Hispanic Foods,10,8,0,$61.55,$2.56,,,,,,,,,
11888,GOYA RED KIDNEY BEANS ,24,15.5,oz,041331124027,Hispanic Foods,,,0,$30.90,$1.29,,,,,,,,,
11887,GOYA RED KIDNEY BEANS ,12,29,oz,04133102400,Hispanic Foods,,,0,$32.75,$2.73,,,,,,,,,
11889,GOYA RICE MEXICAN ,24,7,oz,04133102663,Hispanic Foods,,,0,$51.66,$2.15,,,,,,,,,
11890,GOYA RICE YELLOW ,24,7,oz,04133102662,Hispanic Foods,,,0,$44.25,$1.84,,,,,,,,,
